pathogen	tidy_name	taxids	predictor_type	study	location	count	mean	std	min	5%	25%	50%	75%	95%	max
aav2	AAV2	10804	prevalence	rothman	NC	4000.0	1.0478727454427448e-11	2.8433314668341966e-11	5.742992071328682e-19	8.31743802512885e-15	2.572530145937309e-13	1.851751196987684e-12	8.716426965437396e-12	4.69769075392612e-11	5.652574967081782e-10
aav2	AAV2	10804	prevalence	rothman	OC	4000.0	7.93226505780214e-12	2.1078488865584882e-11	1.0155287822428995e-21	6.049189704597985e-15	2.1705141797974317e-13	1.6283309581233627e-12	7.07825349742358e-12	3.604433730973305e-11	6.860982858513674e-10
aav2	AAV2	10804	prevalence	rothman	Overall	4000.0	6.521224656969135e-12	1.3459566723325826e-11	2.0816522055948667e-16	4.102501967937659e-14	4.965336251102069e-13	2.0774592100865885e-12	6.952302769327895e-12	2.7461139149964e-11	2.9166592762597815e-10
aav2	AAV2	10804	prevalence	rothman	PL	4000.0	8.168928946681555e-12	1.9230183038662758e-11	5.718778111719291e-20	8.641220309079049e-15	2.431594582831241e-13	1.6897991471579935e-12	7.294279938409583e-12	3.8569357606820686e-11	3.02972405638256e-10
aav2	AAV2	10804	prevalence	rothman	SB	4000.0	5.788744699980468e-11	1.3310085868904985e-10	1.6010856255442476e-16	1.7586227936769157e-13	2.903706153596043e-12	1.3549380611811346e-11	4.9386984368572e-11	2.6803552690881124e-10	2.6812310406763268e-09
aav2	AAV2	10804	prevalence	rothman	SJ	4000.0	7.977438708300997e-12	1.8986048574940066e-11	7.789225501189182e-20	6.383587333693797e-15	2.1876877717549383e-13	1.5732480480161277e-12	7.456046243612763e-12	3.632144921833201e-11	3.6788559126600733e-10
aav2	AAV2	10804	prevalence	spurbeck	A	4000.0	2.245895234582883e-11	5.003290175985777e-11	1.292436202376704e-20	1.758358812349911e-14	8.089684361430259e-13	4.857144066501349e-12	2.14094093932024e-11	1.0500902588312894e-10	9.160153278210855e-10
aav2	AAV2	10804	prevalence	spurbeck	B	4000.0	2.5467483522382003e-11	5.928426683577463e-11	9.999535874943414e-21	1.1704129266169185e-14	7.954847060354586e-13	5.773126105312558e-12	2.4430245660761075e-11	1.1243233136639039e-10	1.2480206717706174e-09
aav2	AAV2	10804	prevalence	spurbeck	C	4000.0	3.779386348562358e-10	6.721371762997766e-10	4.339350667882504e-13	1.8289500104888306e-11	7.599156781978167e-11	1.885211233917e-10	4.3801259842039116e-10	1.2904441682655128e-09	1.6853056052709077e-08
aav2	AAV2	10804	prevalence	spurbeck	D	4000.0	3.7681917318615514e-10	6.18894856257072e-10	8.211440396190201e-13	2.050913389792428e-11	8.144724097591143e-11	2.0320072050981068e-10	4.3940348053906383e-10	1.28032900042292e-09	1.8413417156852434e-08
aav2	AAV2	10804	prevalence	spurbeck	E	4000.0	4.2191875882422876e-11	1.0567044051376754e-10	2.3011995510004092e-23	1.3421112004122615e-14	1.0764092826863758e-12	7.347039426596118e-12	3.479134485831634e-11	1.9588382997769014e-10	1.943877313438063e-09
aav2	AAV2	10804	prevalence	spurbeck	F	4000.0	7.891488275211456e-09	9.018705663610558e-09	9.031779606697166e-11	1.3616061053841157e-09	3.2907025875174924e-09	5.803195503322437e-09	9.71735157428305e-09	2.1061153179519e-08	3.1749204431948613e-07
aav2	AAV2	10804	prevalence	spurbeck	G	4000.0	1.0557872407336809e-08	1.0054713621543219e-08	2.1442437407342675e-10	1.96668762196031e-09	4.6564952514464845e-09	7.952373570321902e-09	1.3213105385401143e-08	2.6998154983843248e-08	2.538319171347443e-07
aav2	AAV2	10804	prevalence	spurbeck	H	4000.0	2.0724064520996186e-08	2.2447225884984114e-08	4.050094745941368e-10	3.395786290567536e-09	8.564184649865039e-09	1.4871235844482488e-08	2.485551789131236e-08	5.713864184967273e-08	4.016922735812951e-07
aav2	AAV2	10804	prevalence	spurbeck	I	4000.0	3.447284235095982e-11	8.509018872607825e-11	3.7614305145136606e-21	1.8760636606981538e-14	1.0583407482790495e-12	6.631451707825654e-12	2.8808536351435755e-11	1.5808834967469448e-10	1.7847998561147474e-09
aav2	AAV2	10804	prevalence	spurbeck	J	4000.0	3.548609729500707e-11	8.914216122755845e-11	1.5701785556082214e-21	1.878341581162799e-14	1.0345544021954591e-12	7.071046993487885e-12	3.1197684828623545e-11	1.584828911811733e-10	1.5148077676984666e-09
aav2	AAV2	10804	prevalence	spurbeck	Overall	4000.0	3.1836319837100635e-10	1.3749464768875391e-09	2.1784895604549073e-13	1.0652261384227375e-11	5.156308660041848e-11	1.3046504397478102e-10	2.958675518314918e-10	9.19569315692257e-10	5.816729137007046e-08
bkv	BKV	1891762	prevalence	brinch	Amager	4000.0	6.277784710547127e-10	1.1507655402784341e-10	3.06651717559079e-10	4.551285212242464e-10	5.496272876054976e-10	6.181063495414284e-10	6.989022381165816e-10	8.311634070490187e-10	1.1446677382538478e-09
bkv	BKV	1891762	prevalence	brinch	Avedoere	4000.0	5.51176776792676e-10	1.4021994632631822e-10	1.8269959690435568e-10	3.326310220814467e-10	4.5109064234505595e-10	5.42787781668864e-10	6.397510521422596e-10	7.948604131819206e-10	1.1281381396975916e-09
bkv	BKV	1891762	prevalence	brinch	Overall	4000.0	7.130228553601555e-10	8.391871322347028e-10	5.545116378027766e-11	2.9100477591241263e-10	4.895299037114627e-10	6.098458139334752e-10	7.455883515085144e-10	1.2653220818348701e-09	2.8028938180027065e-08
bkv	BKV	1891762	prevalence	brinch	Valby	4000.0	6.708830113357353e-10	1.0982021424784514e-10	3.3313332424896533e-10	5.017857275917195e-10	5.932707823870826e-10	6.666466522272944e-10	7.367776428450996e-10	8.62365355535395e-10	1.1529353040946037e-09
bkv	BKV	1891762	prevalence	crits_christoph	Berkeley	4000.0	6.170080208685006e-08	2.795802745515537e-06	5.648334830329884e-14	3.561032119837717e-11	2.699008766903206e-10	1.0382908534916543e-09	3.8633684483216865e-09	3.138393740079802e-08	0.0001750313920987403
bkv	BKV	1891762	prevalence	crits_christoph	Marin	4000.0	6.14378977400667e-09	3.5025049460287035e-07	9.131636033546054e-18	6.060924270717486e-13	2.0905118924956522e-11	1.1406268463361451e-10	4.6042665762072513e-10	2.426044216722492e-09	2.2151906610575677e-05
bkv	BKV	1891762	prevalence	crits_christoph	Oakland	4000.0	2.505916209964189e-09	8.689668545829018e-09	3.126888158476632e-14	4.56708351002338e-11	2.589557326596821e-10	8.098187054722793e-10	2.1718620962039427e-09	8.191305011451555e-09	2.563977602513755e-07
bkv	BKV	1891762	prevalence	crits_christoph	Overall	4000.0	2.062743714581059e-09	2.4498028430419717e-08	7.326703950504143e-14	1.793023589731649e-11	1.2172311320659746e-10	3.8990022124181577e-10	1.1118023916242441e-09	4.985494655589179e-09	1.3996513969553289e-06
bkv	BKV	1891762	prevalence	crits_christoph	SF	4000.0	3.884438771332693e-09	1.2853284384274618e-07	6.174396856900199e-18	1.1237527859347692e-12	3.06121738237231e-11	1.552731073097502e-10	6.31067057665934e-10	4.520192077475931e-09	7.793572582083907e-06
bkv	BKV	1891762	prevalence	rothman	ESC	4000.0	7.0194750527932365e-12	2.550319479595285e-11	4.9957191474951765e-18	7.049907662196579e-15	1.684023786551728e-13	1.0763723602465608e-12	4.904180982436764e-12	2.6547433149494826e-11	7.71086710499479e-10
bkv	BKV	1891762	prevalence	rothman	HTP	4000.0	3.905377900642008e-12	1.0330017816631468e-11	3.875758421381339e-18	6.2920156636979015e-15	1.6202435255106084e-13	8.795307859008125e-13	3.88930547800339e-12	1.643061840282011e-11	2.720853146542236e-10
bkv	BKV	1891762	prevalence	rothman	JWPCP	4000.0	4.528285508086298e-12	1.147341640678803e-11	1.3455055929348987e-20	5.364622472204394e-15	1.5262514025701244e-13	8.669484461077713e-13	3.899348308072993e-12	2.0010042743428578e-11	2.62058094526796e-10
bkv	BKV	1891762	prevalence	rothman	NC	4000.0	6.243838648997309e-12	2.1270186696901012e-11	4.6973910483367236e-20	5.144522256370273e-15	1.6186458295406683e-13	8.938639483631198e-13	4.635034573109712e-12	2.4131751228971094e-11	5.254299975407837e-10
bkv	BKV	1891762	prevalence	rothman	OC	4000.0	4.131617350986513e-12	1.0834489838755719e-11	1.5874569106107726e-19	6.856498133968699e-15	1.5113097245275808e-13	8.683758429319628e-13	3.845298732078124e-12	1.7759003920746025e-11	3.108883227771069e-10
bkv	BKV	1891762	prevalence	rothman	Overall	4000.0	3.4484855931687793e-12	7.748391705210464e-12	2.395174461628812e-17	2.1249731793800066e-14	2.3849824484695397e-13	9.97036598168759e-13	3.5492448632044625e-12	1.3323095690633384e-11	1.517758958887635e-10
bkv	BKV	1891762	prevalence	rothman	PL	4000.0	4.611288143465138e-12	1.2495017644393582e-11	4.143896687895519e-20	5.6548246101647155e-15	1.6086394972344083e-13	9.039468727287905e-13	4.066957919444353e-12	1.9422434226093605e-11	3.5354419444102404e-10
bkv	BKV	1891762	prevalence	rothman	SB	4000.0	6.0915565469994374e-12	2.357474898261258e-11	9.748318576189724e-23	6.668533858977951e-15	1.6323718189639094e-13	9.763653853399915e-13	4.386224689734161e-12	2.1944664081711988e-11	6.35526974813399e-10
bkv	BKV	1891762	prevalence	rothman	SJ	4000.0	4.480688170133786e-12	1.3705156602609255e-11	1.2427732750414721e-21	5.9636440934936836e-15	1.4957552254876907e-13	8.442210416408776e-13	3.877182388437912e-12	1.773071209105715e-11	4.1597359315306523e-10
bkv	BKV	1891762	prevalence	spurbeck	A	4000.0	1.260534648492504e-11	3.8022353445435735e-11	5.292446527820472e-21	6.509131857463083e-15	2.6527607363145493e-13	2.2209229744308633e-12	1.0221089155787296e-11	5.4546294046715375e-11	8.273936330032493e-10
bkv	BKV	1891762	prevalence	spurbeck	B	4000.0	1.3430548976592835e-11	3.8610582287975094e-11	6.757961648531388e-20	6.964826808114525e-15	3.692260627113753e-13	2.719694646023013e-12	1.1968657742598687e-11	5.93587648628857e-11	1.2338121410891437e-09
bkv	BKV	1891762	prevalence	spurbeck	C	4000.0	1.922102131010909e-11	5.2527480262830757e-11	3.140448754887371e-22	7.685768548231684e-15	4.131334095793604e-13	3.2733745155612585e-12	1.551918407487996e-11	8.680121529770124e-11	1.304899831273806e-09
bkv	BKV	1891762	prevalence	spurbeck	D	4000.0	1.816530509136205e-11	5.453477426659674e-11	9.711542028668409e-22	7.749679678898915e-15	4.2033474507098315e-13	3.260825636139128e-12	1.4512923173236196e-11	7.919671702540837e-11	1.3251278772575402e-09
bkv	BKV	1891762	prevalence	spurbeck	E	4000.0	1.788846091970913e-11	5.005559902783617e-11	1.618048133639577e-20	7.027527775141967e-15	4.435612787098454e-13	3.088683118280655e-12	1.3799733168038219e-11	7.452889022091564e-11	8.46327489670859e-10
bkv	BKV	1891762	prevalence	spurbeck	F	4000.0	7.126237144056013e-10	8.797619708684396e-10	3.1434717323038315e-13	2.8400874640120626e-11	1.8531865349471584e-10	4.4739432584493633e-10	9.226918316992029e-10	2.258332634556032e-09	2.203710056382033e-08
bkv	BKV	1891762	prevalence	spurbeck	G	4000.0	2.2364482491511075e-10	2.804440656695944e-10	2.1730059356221918e-13	1.283694495407748e-11	5.925981545030071e-11	1.3830388020527386e-10	2.835779229249717e-10	7.027143493660803e-10	3.5827674006534384e-09
bkv	BKV	1891762	prevalence	spurbeck	H	4000.0	1.2929874546431388e-09	1.5085472634849393e-09	8.226372706595162e-13	6.575722048123524e-11	3.700841661924357e-10	8.474997869197765e-10	1.642506174523716e-09	3.916058790549823e-09	1.9937823668013423e-08
bkv	BKV	1891762	prevalence	spurbeck	I	4000.0	1.5872760020173704e-11	3.8511711945523265e-11	1.978375168769122e-20	5.043020287232005e-15	4.105642967757902e-13	3.157179277238399e-12	1.3570410069206651e-11	7.712573588399088e-11	7.04219466933352e-10
bkv	BKV	1891762	prevalence	spurbeck	J	4000.0	1.7455407054982035e-11	4.5235546030317124e-11	1.1361602551006421e-21	4.683440744656874e-15	3.8231217587478576e-13	3.1818842583400786e-12	1.4599414576129243e-11	7.83834989411207e-11	1.0214874577780785e-09
bkv	BKV	1891762	prevalence	spurbeck	Overall	4000.0	2.7260748570867032e-11	4.852030956665449e-11	9.461141574118863e-15	7.641013393518393e-13	4.604526719220529e-12	1.2736570523810646e-11	3.082961249410362e-11	9.945767328378374e-11	1.0599278547117562e-09
cmv	CMV	10359	prevalence	brinch	Amager	4000.0	1.658789439437172e-12	3.103316441327291e-12	1.054126165372517e-18	2.8085530994646286e-15	7.61421875139126e-14	4.5408975885928e-13	1.8517626723311172e-12	7.368431235177909e-12	3.8505143865827866e-11
cmv	CMV	10359	prevalence	brinch	Avedoere	4000.0	2.1229599856501375e-12	5.220676217793213e-12	7.01043828694705e-19	3.142278509292884e-15	9.131617996027714e-14	5.122812007756064e-13	2.1540529364342305e-12	8.904371610238345e-12	1.633970124732262e-10
cmv	CMV	10359	prevalence	brinch	Overall	4000.0	3.0195653966787713e-12	1.1333164769600911e-11	7.193786449596919e-17	1.411435874277895e-14	1.8674641201123212e-13	7.856674196480167e-13	2.6027935179864536e-12	1.1247585704016198e-11	4.217300005627018e-10
cmv	CMV	10359	prevalence	brinch	Valby	4000.0	3.724828247505473e-12	6.057652000773211e-12	4.487850621929191e-17	2.3124710090855043e-14	3.807810088753287e-13	1.5149831831452833e-12	4.607046881271314e-12	1.4375650742137347e-11	7.989816773010718e-11
cmv	CMV	10359	prevalence	crits_christoph	Berkeley	4000.0	1.7379003790115353e-09	3.832949888248197e-08	3.977398195237776e-15	3.747724769031033e-12	5.718059677799481e-11	2.405376675153354e-10	8.182987854193139e-10	3.4091336166032397e-09	2.2969400854197713e-06
cmv	CMV	10359	prevalence	crits_christoph	Marin	4000.0	1.1016126629357395e-10	4.879226485645231e-10	1.2242947652796562e-20	1.0662603566578286e-13	3.793763898250633e-12	2.304629848946823e-11	9.508641633736135e-11	4.234207607879217e-10	1.749340834982698e-08
cmv	CMV	10359	prevalence	crits_christoph	Oakland	4000.0	7.63893977267641e-11	4.86208876521836e-10	2.6576837143222715e-17	8.455670698092797e-14	2.846977639836823e-12	1.704737964628519e-11	7.168885280878586e-11	2.804053701414752e-10	2.9048841339971394e-08
cmv	CMV	10359	prevalence	crits_christoph	Overall	4000.0	1.512253955800588e-10	6.397118771593089e-10	4.191216196461572e-15	1.0482033200375222e-12	1.0234603560660881e-11	3.91799139458122e-11	1.2736637000203942e-10	5.113292427061841e-10	2.195532733080643e-08
cmv	CMV	10359	prevalence	crits_christoph	SF	4000.0	2.2154925548007158e-10	2.677214442346838e-09	5.910484470447033e-21	9.703980147983159e-14	3.904048727792878e-12	2.4455392700244262e-11	1.0242264880321433e-10	5.74012434938474e-10	1.1682312275655935e-07
cmv	CMV	10359	prevalence	rothman	ESC	4000.0	1.6342603154629992e-11	4.489555736642671e-11	2.277490987285216e-18	2.59484160558777e-14	5.84544710469537e-13	3.2511066569646967e-12	1.2356430523879881e-11	7.402399092755768e-11	9.220945451284984e-10
cmv	CMV	10359	prevalence	rothman	HTP	4000.0	2.8430755570672782e-11	4.5838465775801535e-11	1.1964136160496993e-15	3.115502205950177e-13	3.0217553452749626e-12	1.0302174070171784e-11	3.34050239046285e-11	1.175115165057952e-10	5.169121676944871e-10
cmv	CMV	10359	prevalence	rothman	JWPCP	4000.0	1.0893335156688857e-11	2.726336295268956e-11	2.5612088624021094e-18	1.6014000383138867e-14	5.781083967507114e-13	2.8614543356643975e-12	1.0232534000114158e-11	4.3175811122247386e-11	7.696457428645715e-10
cmv	CMV	10359	prevalence	rothman	NC	4000.0	1.4214759107773638e-11	3.6073216034225535e-11	8.370970312901423e-18	2.5683585744098646e-14	5.624082013047235e-13	3.018432508427683e-12	1.1935337531605807e-11	6.493653440905455e-11	6.138132971089958e-10
cmv	CMV	10359	prevalence	rothman	OC	4000.0	1.1581943831077351e-11	2.5907788185896384e-11	1.936685766557189e-19	2.2942276485966223e-14	6.179466202759643e-13	3.3059597360090114e-12	1.0337166065585807e-11	5.2507224457276437e-11	3.8715906428818136e-10
cmv	CMV	10359	prevalence	rothman	Overall	4000.0	8.713921558685524e-12	1.544514920432534e-11	4.853475170224776e-16	1.0682071752324805e-13	9.462237382506326e-13	3.715435432911634e-12	9.789095652209907e-12	3.403568228447513e-11	2.601611548210419e-10
cmv	CMV	10359	prevalence	rothman	PL	4000.0	1.159005375975693e-11	2.7597206163435644e-11	2.8995155292146047e-18	2.431747605529046e-14	6.151594079195856e-13	2.8984935830946644e-12	1.0231305144250543e-11	5.024307634985824e-11	5.140409206747143e-10
cmv	CMV	10359	prevalence	rothman	SB	4000.0	1.5379446922000358e-11	4.952879322036198e-11	6.366289617711902e-19	2.5351082080444206e-14	5.640752245417328e-13	3.113116088424022e-12	1.110593940742978e-11	6.302949802299448e-11	1.5564492175281523e-09
cmv	CMV	10359	prevalence	rothman	SJ	4000.0	1.215342050014073e-11	3.133647442060961e-11	8.537374567837783e-19	2.35077782445369e-14	6.160585866243492e-13	3.0510145671787813e-12	1.1062903695158471e-11	5.076214937989893e-11	5.88242462040817e-10
cmv	CMV	10359	prevalence	spurbeck	A	4000.0	9.297810960322656e-12	3.0935894347464125e-11	2.352548878331784e-19	5.895958580513397e-15	1.9984250484671285e-13	1.628594942372913e-12	8.49198467490651e-12	3.796053764956521e-11	1.141663282476752e-09
cmv	CMV	10359	prevalence	spurbeck	B	4000.0	9.261862263319238e-12	2.2115946562077032e-11	1.7862569242110134e-19	5.20363159964473e-15	2.3017499502988476e-13	1.76768675013214e-12	9.193599426860402e-12	4.163177656386519e-11	3.4515602440305456e-10
cmv	CMV	10359	prevalence	spurbeck	C	4000.0	1.0937257435509128e-11	2.9651599140829775e-11	5.466768939901655e-24	5.485148064458245e-15	2.42247743395521e-13	1.86715706232568e-12	9.881168455164954e-12	4.812879472782454e-11	4.724918456182878e-10
cmv	CMV	10359	prevalence	spurbeck	D	4000.0	1.063171625431223e-11	3.200188540937553e-11	2.689614462277353e-20	5.620005530005695e-15	2.2707090547525044e-13	1.7301507016007462e-12	9.519572676314158e-12	4.276107591960778e-11	8.57509431280632e-10
cmv	CMV	10359	prevalence	spurbeck	E	4000.0	1.0834131429157682e-11	2.7816856255276585e-11	7.245439898480215e-22	7.0320553724293415e-15	2.1582476621750094e-13	1.8345402658825557e-12	9.786936133276983e-12	4.878564611288924e-11	4.129909533094591e-10
cmv	CMV	10359	prevalence	spurbeck	F	4000.0	1.1503967542450609e-11	3.2289173722383285e-11	7.133920901799123e-20	5.922718258966162e-15	2.458663753397851e-13	1.8219895301332257e-12	1.0216865941672475e-11	5.1528639606860467e-11	5.781524462334784e-10
cmv	CMV	10359	prevalence	spurbeck	G	4000.0	1.12257491102593e-11	3.768298453082962e-11	3.537073892729276e-25	4.015445588137475e-15	2.247884964814063e-13	1.832851943588899e-12	9.475742881286364e-12	4.3640486023214805e-11	1.0793583999477151e-09
cmv	CMV	10359	prevalence	spurbeck	H	4000.0	8.889521492722851e-11	1.6818355353967733e-10	1.0846728188567252e-15	2.2031064333749892e-13	4.648873840724043e-12	2.4197901182677592e-11	9.895733642005903e-11	3.754606771451459e-10	2.3214537046327574e-09
cmv	CMV	10359	prevalence	spurbeck	I	4000.0	1.1732527996197317e-11	3.8860950207294086e-11	5.001515557420898e-20	4.927789769263047e-15	2.316434429941385e-13	1.6893333571737533e-12	9.514153666286566e-12	5.1067508083317574e-11	9.802754347243637e-10
cmv	CMV	10359	prevalence	spurbeck	J	4000.0	1.0461676208771168e-11	3.1052421867806206e-11	1.5778665726595034e-19	6.388532552891656e-15	2.4437238322774503e-13	1.797350702986428e-12	9.102257470937961e-12	4.5976523182198035e-11	9.386909664643583e-10
cmv	CMV	10359	prevalence	spurbeck	Overall	4000.0	6.727155298925662e-12	1.1728459064265985e-11	1.7918702294019637e-16	4.1430853965758543e-14	4.623179760623029e-13	2.082054566828489e-12	7.771122928530785e-12	2.8555132523760764e-11	1.3397950074108404e-10
ebv	EBV	10376	prevalence	brinch	Amager	4000.0	2.8157559735138897e-11	1.772490880583058e-11	7.097172462526564e-13	7.2110391412509485e-12	1.5234561914060137e-11	2.4418371787821215e-11	3.608322755251992e-11	6.58700470942115e-11	1.1521278672481254e-10
ebv	EBV	10376	prevalence	brinch	Avedoere	4000.0	3.608297831345917e-11	2.347946825188615e-11	1.2476015139293777e-13	8.158313212402904e-12	1.8765540575831167e-11	3.066802349260611e-11	4.789654164647086e-11	8.414886698041052e-11	1.8550506116472294e-10
ebv	EBV	10376	prevalence	brinch	Overall	4000.0	4.2999569692298755e-11	6.74340838982566e-11	1.3317803532673808e-13	7.641761807335163e-12	1.857581770457436e-11	3.066629985923978e-11	5.027439223578702e-11	9.657433226081315e-11	2.2879393746879495e-09
ebv	EBV	10376	prevalence	brinch	Valby	4000.0	4.284013930844122e-11	2.1766118162583443e-11	2.613597385286401e-12	1.363547287481001e-11	2.670614574487779e-11	3.9145877808651405e-11	5.605987760108334e-11	8.386704928605508e-11	1.5099091115643415e-10
ebv	EBV	10376	prevalence	crits_christoph	Berkeley	4000.0	3.659076276030891e-11	2.1608250276526142e-10	9.44586620443962e-19	1.6297054389049677e-14	5.569950940387306e-13	3.654106636994588e-12	1.6612619557555296e-11	1.2963097724334463e-10	7.076529444416269e-09
ebv	EBV	10376	prevalence	crits_christoph	Marin	4000.0	2.9259190539590685e-11	3.289815745432676e-10	5.349920024037969e-19	1.9645186665848437e-14	4.753030399173946e-13	3.228921731394906e-12	1.4365602693054206e-11	1.0088540899454282e-10	1.9898206723570606e-08
ebv	EBV	10376	prevalence	crits_christoph	Oakland	4000.0	1.742852276212163e-11	6.637660881242986e-11	4.032998658709225e-21	1.143943468502449e-14	3.386501049808188e-13	2.4208961716812558e-12	1.1572117452023026e-11	7.537461145272192e-11	2.8629709459139283e-09
ebv	EBV	10376	prevalence	crits_christoph	Overall	4000.0	2.5779860341102825e-11	1.6344887432744841e-10	9.838606728520452e-17	5.571726203384699e-14	8.466492898255894e-13	3.568247313763478e-12	1.5539668192277643e-11	8.244003577085533e-11	5.20955293064024e-09
ebv	EBV	10376	prevalence	crits_christoph	SF	4000.0	6.109861621094791e-11	9.029029670756524e-10	4.1926502438767675e-20	1.436996196691113e-14	4.959421025757064e-13	3.0831935453340066e-12	1.786338638708457e-11	1.4324107158817695e-10	3.830229097400055e-08
ebv	EBV	10376	prevalence	rothman	ESC	4000.0	3.1460419838205085e-11	5.879122626663865e-11	4.6537839888371364e-17	2.4453929496512194e-13	3.6636711841886225e-12	1.2907262127269471e-11	3.6129299251079584e-11	1.112836600420031e-10	1.0495529126086403e-09
ebv	EBV	10376	prevalence	rothman	HTP	4000.0	3.19456132725119e-11	3.734024687888615e-11	2.1277849301936896e-16	9.686760713218518e-13	6.871881622505703e-12	1.889294627738884e-11	4.251579450876178e-11	1.0443964624321724e-10	4.3448111117907644e-10
ebv	EBV	10376	prevalence	rothman	JWPCP	4000.0	4.162227192260523e-11	5.587017679765961e-11	9.095254166219486e-16	1.1806141911101065e-12	8.290021338522059e-12	2.2691581273446798e-11	5.349817000913051e-11	1.412807871047625e-10	7.188330632101747e-10
ebv	EBV	10376	prevalence	rothman	NC	4000.0	2.8094995798627444e-11	5.148634092718155e-11	1.0887937802966222e-16	2.294405977148708e-13	3.361308966789418e-12	1.1837053920127091e-11	3.3250851285008216e-11	1.0264447997993007e-10	1.2793818856836185e-09
ebv	EBV	10376	prevalence	rothman	OC	4000.0	5.93566368828105e-11	8.181893328010683e-11	1.1464159229674347e-15	1.52802690988811e-12	1.088491296913279e-11	3.1512768443589864e-11	7.372175859720084e-11	2.1583383334445124e-10	9.764932806908744e-10
ebv	EBV	10376	prevalence	rothman	Overall	4000.0	2.5256400754085368e-11	3.007917789936978e-11	4.152513862919667e-16	8.294610254686082e-13	5.7435628908930035e-12	1.4910526049466987e-11	3.3162652400033686e-11	8.343137830054497e-11	3.524326901386702e-10
ebv	EBV	10376	prevalence	rothman	PL	4000.0	2.2926177331352144e-11	3.508480387187993e-11	3.726726328329505e-17	2.487129448577562e-13	2.9215734316836597e-12	1.0236496956200427e-11	2.8673814098764813e-11	8.423302654588865e-11	5.651416072669055e-10
ebv	EBV	10376	prevalence	rothman	SB	4000.0	2.968615682095081e-11	4.705684771982992e-11	1.9268344121640966e-18	2.377710873084501e-13	3.5703975499199327e-12	1.2654623798411028e-11	3.6100736550099815e-11	1.1217762869480744e-10	7.284214449933359e-10
